1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 16284, 32768
90, 145, 185, 31, 40, 39, 57, 100, 200, 420, 781, 1479, 3487, 6308, 11305, 22654
25, 26, 16, 22, 27, 35, 61, 96, 184, 353, 735, 1374, 2891, 5701, 11375, 26304
15, 18, 23, 20, 33, 38, 55, 100, 188, 406, 699, 1376, 3094, 6200, 11630, 27154
15, 26, 38, 26, 37, 46, 65, 112, 188, 508, 701, 1396, 3016, 8544, 17332, 25507
63, 249, 1530, 29, 39, 36, 54, 110, 197, 367, 755, 1491, 3173, 6302, 11455, 22697
15, 57, 20, 24, 26, 41, 56, 99, 187, 357, 701, 1434, 2936, 5795, 11727, 23966
23, 20, 28, 19, 29, 41, 62, 107, 184, 357, 707, 1490, 2939, 5762, 11568, 24334
93, 1254, 18, 31, 28, 43, 55, 102, 188, 352, 740, 1467, 3184, 5699, 11813, 26864
