N,M,sec,task,time,trans_out,trans_in
4096, 64, 1024, Yao's Circuit preparation, 7757, 0.0, 0.0
4096, 64, 1024, OT preparation, 488, 12.9384765625, 8.966796875
4096, 64, 1024, OEDPVar protocol execution, 1781, 0.0, 73.25
4096, 64, 1024, reseting circuit wires, 127, 0.0, 0.0
4096, 64, 1024, sending mask, 35, 1472.0849609375, 0.0
4096, 64, 1024, sending labels for selfs inputs, 334, 1849.142578125, 0.0
4096, 64, 1024, sending labels for peers inputs, 5008, 3697.96875, 3686.572265625
4096, 64, 1024, circuit garbling, 15840, 21038.609375, 0.0
4096, 64, 1024, output labels received and interpreted, 261, 0.0, 0.744140625
4096, 64, 1024, ID Retrieving, 161, 407.892578125, 0.0
4096, 64, 1024, OEDPVar protocol execution, 2261, 0.0, 73.3173828125
4096, 64, 1024, reseting circuit wires, 251, 0.0, 0.0
4096, 64, 1024, sending mask, 26, 1472.072265625, 0.0
4096, 64, 1024, sending labels for selfs inputs, 455, 1849.142578125, 0.0
4096, 64, 1024, sending labels for peers inputs, 4672, 3697.96875, 3686.572265625
4096, 64, 1024, circuit garbling, 12550, 20702.6826171875, 0.0
4096, 64, 1024, output labels received and interpreted, 77, 0.0, 0.7431640625
4096, 64, 1024, ID Retrieving, 91, 407.8974609375, 0.0
4096, 64, 1024, OEDPVar protocol execution, 1931, 0.0, 73.32421875
4096, 64, 1024, reseting circuit wires, 93, 0.0, 0.0
4096, 64, 1024, sending mask, 117, 1472.072265625, 0.0
4096, 64, 1024, sending labels for selfs inputs, 533, 1849.142578125, 0.0
4096, 64, 1024, sending labels for peers inputs, 6346, 3697.96875, 3686.572265625
4096, 64, 1024, circuit garbling, 11927, 20702.6826171875, 0.0
4096, 64, 1024, output labels received and interpreted, 11, 0.0, 0.7431640625
4096, 64, 1024, ID Retrieving, 54, 407.8984375, 0.0
4096, 64, 1024, OEDPVar protocol execution, 1625, 0.0, 73.3212890625
4096, 64, 1024, reseting circuit wires, 75, 0.0, 0.0
4096, 64, 1024, sending mask, 169, 1472.072265625, 0.0
4096, 64, 1024, sending labels for selfs inputs, 362, 1849.142578125, 0.0
4096, 64, 1024, sending labels for peers inputs, 4911, 3697.96875, 3686.572265625
4096, 64, 1024, circuit garbling, 11296, 20702.6826171875, 0.0
4096, 64, 1024, output labels received and interpreted, 83, 0.0, 0.744140625
4096, 64, 1024, ID Retrieving, 62, 407.8955078125, 0.0
4096, 64, 1024, OEDPVar protocol execution, 1594, 0.0, 73.3212890625
4096, 64, 1024, reseting circuit wires, 77, 0.0, 0.0
4096, 64, 1024, sending mask, 8, 1472.072265625, 0.0
4096, 64, 1024, sending labels for selfs inputs, 298, 1849.142578125, 0.0
4096, 64, 1024, sending labels for peers inputs, 4664, 3697.96875, 3686.572265625
4096, 64, 1024, circuit garbling, 12898, 20702.6826171875, 0.0
4096, 64, 1024, output labels received and interpreted, 34, 0.0, 0.744140625
4096, 64, 1024, ID Retrieving, 93, 407.892578125, 0.0
4096, 640, 1024, OEDPVar preparation, 381151, 41225.0439453125, 0.00390625
4096, 640, 1024, Yao's Circuit preparation, 7881, 0.0, 0.0
4096, 640, 1024, OT preparation, 369, 12.943359375, 8.9658203125
4096, 640, 1024, OEDPVar protocol execution, 9398, 0.0, 73.25390625
4096, 640, 1024, reseting circuit wires, 269, 0.0, 0.0
4096, 640, 1024, sending mask, 48, 1472.0849609375, 0.0
4096, 640, 1024, sending labels for selfs inputs, 503, 1849.142578125, 0.0
4096, 640, 1024, sending labels for peers inputs, 6336, 3697.96875, 3686.5703125
4096, 640, 1024, circuit garbling, 14326, 21038.6103515625, 0.0
4096, 640, 1024, output labels received and interpreted, 14, 0.0, 0.744140625
4096, 640, 1024, ID Retrieving, 111, 407.9013671875, 0.0
4096, 640, 1024, OEDPVar protocol execution, 10134, 0.0, 73.8876953125
4096, 640, 1024, reseting circuit wires, 70, 0.0, 0.0
4096, 640, 1024, sending mask, 10, 1472.072265625, 0.0
4096, 640, 1024, sending labels for selfs inputs, 274, 1849.142578125, 0.0
4096, 640, 1024, sending labels for peers inputs, 5943, 3697.96875, 3686.568359375
4096, 640, 1024, circuit garbling, 16572, 20702.6826171875, 0.0
4096, 640, 1024, output labels received and interpreted, 6, 0.0, 0.744140625
4096, 640, 1024, ID Retrieving, 101, 407.9033203125, 0.0
4096, 640, 1024, OEDPVar protocol execution, 12178, 0.0, 73.8828125
4096, 640, 1024, reseting circuit wires, 295, 0.0, 0.0
4096, 640, 1024, sending mask, 71, 1472.072265625, 0.0
4096, 640, 1024, sending labels for selfs inputs, 712, 1849.142578125, 0.0
4096, 640, 1024, sending labels for peers inputs, 8667, 3697.96875, 3686.5703125
4096, 640, 1024, circuit garbling, 18537, 20702.6826171875, 0.0
4096, 640, 1024, output labels received and interpreted, 133, 0.0, 0.744140625
4096, 640, 1024, ID Retrieving, 88, 407.8974609375, 0.0
4096, 640, 1024, OEDPVar protocol execution, 12075, 0.0, 73.8837890625
4096, 640, 1024, reseting circuit wires, 140, 0.0, 0.0
4096, 640, 1024, sending mask, 13, 1472.072265625, 0.0
4096, 640, 1024, sending labels for selfs inputs, 279, 1849.142578125, 0.0
4096, 640, 1024, sending labels for peers inputs, 4871, 3697.96875, 3686.5703125
4096, 640, 1024, circuit garbling, 13639, 20702.6826171875, 0.0
4096, 640, 1024, output labels received and interpreted, 178, 0.0, 0.744140625
4096, 640, 1024, ID Retrieving, 151, 407.8818359375, 0.0
4096, 640, 1024, OEDPVar protocol execution, 9320, 0.0, 73.8837890625
4096, 640, 1024, reseting circuit wires, 71, 0.0, 0.0
4096, 640, 1024, sending mask, 9, 1472.072265625, 0.0
4096, 640, 1024, sending labels for selfs inputs, 228, 1849.142578125, 0.0
4096, 640, 1024, sending labels for peers inputs, 4443, 3697.96875, 3686.5703125
4096, 640, 1024, circuit garbling, 10960, 20702.6826171875, 0.0
4096, 640, 1024, output labels received and interpreted, 143, 0.0, 0.744140625
4096, 640, 1024, ID Retrieving, 80, 407.88671875, 0.0
