1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 16284, 32768
24, 18, 25, 31, 51, 25, 41, 60, 113, 381, 1269, 1899, 4164, 7510, 53624, 293439
24, 16, 27, 27, 43, 27, 43, 55, 98, 224, 737, 1778, 5188, 7208, 15109, 292317
8, 58, 73, 34, 50, 24, 39, 55, 106, 286, 914, 1889, 5092, 7111, 16902, 299590
74, 16, 33, 28, 53, 24, 39, 58, 95, 239, 819, 2010, 5049, 7128, 14898, 292308
20, 14, 32, 27, 36, 28, 32, 60, 142, 432, 974, 1901, 3635, 7463, 53111, 291972
15, 13, 3989, 35, 48, 31, 35, 54, 109, 262, 899, 1896, 3655, 6943, 14608, 292907
26, 22, 33, 29, 158, 75, 39, 76, 104, 236, 859, 2173, 4622, 7020, 14607, 293023
19, 25, 33, 33, 49, 24, 38, 59, 103, 228, 957, 2102, 4898, 7029, 14957, 294505
